id	effectiveTime	active	moduleId	refsetId	referencedComponentId
2b3b4d41-6a22-4e56-959d-48744c2d0002	20150731	1	999000051000000104	999001711000000106	385657008
90d92bbd-bdbb-4406-b910-2a060b965de9	20150731	1	999000051000000104	999001711000000106	385645004
03ca7ce6-adc2-467f-baf6-5f81f1182540	20150731	1	999000051000000104	999001711000000106	410537005
110e4440-bd3f-4d88-b7b4-602d0245efe3	20150731	1	999000051000000104	999001711000000106	44996008
66d05dfc-1f69-4e66-80d8-b30860dbf410	20150731	1	999000051000000104	999001711000000106	410542002
3bf9e3d6-bf00-4b25-a9f8-e9364823664e	20150731	1	999000051000000104	999001711000000106	385649005
b4c21b05-ae54-49f8-8715-89755e2ca1e4	20150731	1	999000051000000104	999001711000000106	89925002
f6617305-d724-4d5b-8a50-6fc7ee02ce50	20150731	1	999000051000000104	999001711000000106	703465008
9087f471-10c3-4ae5-b9be-80dc106fbb32	20150731	1	999000051000000104	999001711000000106	703466009
7ebd110e-0ca1-47fa-b97d-73a46a3dafe5	20150731	1	999000051000000104	999001711000000106	441898007
70b9005d-83b6-47d3-b736-78ea98b81ee2	20150731	1	999000051000000104	999001711000000106	385661002
56aa8dc3-d697-46d1-b901-eb40c704bbca	20150731	1	999000051000000104	999001711000000106	410536001
1fc3fdce-1b03-4c5d-8a39-d517299168ab	20150731	1	999000051000000104	999001711000000106	441889009
8f539a5f-530a-44b6-85f2-bb95c4ddcbd1	20150731	1	999000051000000104	999001711000000106	410543007
2619c6da-b7ca-4058-88f9-502fd026b850	20150731	1	999000051000000104	999001711000000106	410546004
f3b2ea5a-b0d7-45d6-80c9-d401f5f576c1	20150731	1	999000051000000104	999001711000000106	385658003
e17398e8-412b-4b77-99d8-e9c6a32437ee	20150731	1	999000051000000104	999001711000000106	385656004
c4408992-2619-4184-9eea-9bf2d5dd9949	20150731	1	999000051000000104	999001711000000106	385651009
1ae0fda9-0161-4f16-8441-51455e4f49a6	20150731	1	999000051000000104	999001711000000106	410535002
f0466511-1cc6-4b21-90e0-e6078e8e60ca	20150731	1	999000051000000104	999001711000000106	442633000
6b6a621a-8111-4aed-b16c-dc83ac87d5a2	20150731	1	999000051000000104	999001711000000106	410525008
33794302-7f2c-4999-a15e-b2befeb06aa4	20150731	1	999000051000000104	999001711000000106	385660001
707b8cff-543f-4b58-aaed-909fff1fa8fc	20150731	1	999000051000000104	999001711000000106	410534003
c4d97647-86d4-499e-b6ae-e9465fec50aa	20150731	1	999000051000000104	999001711000000106	410529002
297fa774-36d9-4a23-aaf6-7ad9162434da	20150731	1	999000051000000104	999001711000000106	410530007
252bf0c7-6fda-4dec-8428-2956d4632542	20150731	1	999000051000000104	999001711000000106	410521004
fceec774-ea6d-488d-963c-a3d0da818c77	20150731	1	999000051000000104	999001711000000106	385653007
