id	effectiveTime	active	moduleId	refsetId	referencedComponentId
29c34dc9-f3de-4143-9dbb-97e6224ae446	20150731	1	999000051000000104	999001711000000106	385657008
1187de80-50e2-4be0-b8a6-6f25c40348c8	20150731	1	999000051000000104	999001711000000106	385645004
f427a41e-9f0c-48bf-bcf0-a06dcd2024c1	20150731	1	999000051000000104	999001711000000106	410537005
d8430e27-5073-44d6-ae8a-e66f20863606	20150731	1	999000051000000104	999001711000000106	44996008
ddbe1bec-6eeb-450f-bbf9-dba4912322fe	20150731	1	999000051000000104	999001711000000106	410542002
167c766e-9fdc-4040-aaf5-2e6f9b681f5b	20150731	1	999000051000000104	999001711000000106	385649005
5be9e15a-0c47-4919-8e6b-7afaeb2c184f	20150731	1	999000051000000104	999001711000000106	89925002
faf09a94-8d1e-4cec-a44c-42c5bf0aba8f	20150731	1	999000051000000104	999001711000000106	703465008
e303e261-4661-4357-8e4d-d5b4eab3ddc1	20150731	1	999000051000000104	999001711000000106	703466009
8516e14c-77b5-45e4-a954-29904c0f68e1	20150731	1	999000051000000104	999001711000000106	441898007
743284c3-6a35-4c4c-90d1-135fc13224bc	20150731	1	999000051000000104	999001711000000106	385661002
627a03a5-3ca6-4175-9d1b-2b22f69b0a81	20150731	1	999000051000000104	999001711000000106	410536001
b456c177-e03a-4639-89d2-cd5f44008cc8	20150731	1	999000051000000104	999001711000000106	441889009
618dd826-1252-4c2f-bb6d-235c55b5d422	20150731	1	999000051000000104	999001711000000106	410543007
5e516f7f-d36b-4b1c-81d2-32d6168ca866	20150731	1	999000051000000104	999001711000000106	410546004
1ed84529-b87e-4c90-a7ce-99e2177fc7f6	20150731	1	999000051000000104	999001711000000106	385658003
f61aea54-ffdb-4925-9cfa-ba41e4ab918b	20150731	1	999000051000000104	999001711000000106	385656004
b5a38b7d-665d-4b26-aab9-551eb8332a6d	20150731	1	999000051000000104	999001711000000106	385651009
8819023d-3d5b-4c79-829d-86e8ebc23c33	20150731	1	999000051000000104	999001711000000106	410535002
4eb6f973-93fc-45c5-9128-317df3e7d675	20150731	1	999000051000000104	999001711000000106	442633000
3ad54aaf-aaf8-465b-93d7-ce338fdab74d	20150731	1	999000051000000104	999001711000000106	410525008
250cbe28-beb7-4541-a7a6-334f7b3cb2b3	20150731	1	999000051000000104	999001711000000106	385660001
25a42fc6-e32f-4734-a44f-152fdd612abe	20150731	1	999000051000000104	999001711000000106	410534003
88e1d7b3-d08d-47ca-a4b9-346b63f34316	20150731	1	999000051000000104	999001711000000106	410529002
1c7a0f62-7aca-4d30-bba4-5f05c70db862	20150731	1	999000051000000104	999001711000000106	410530007
84123965-2256-4e0c-a020-9264b839bd5c	20150731	1	999000051000000104	999001711000000106	410521004
0aabcf16-29fe-4e21-9f47-9fcf0ae35314	20150731	1	999000051000000104	999001711000000106	385653007
392abbfd-c34c-4e66-a54d-8652f55ae095	20150731	1	999000051000000104	999001711000000106	410528005
6a246124-0e1c-4931-968e-a7e3a2d3c4da	20150731	1	999000051000000104	999001711000000106	410527000
2ecc6e41-1129-40a7-9add-d1cd06ba9b56	20150731	1	999000051000000104	999001711000000106	385650005
aa1a7079-2961-4fef-b79d-5d364f42c3c8	20150731	1	999000051000000104	999001711000000106	398166005
546569d1-bdf2-444b-90b7-620ba1d106eb	20150731	1	999000051000000104	999001711000000106	397943006
44797d41-2b37-4966-af36-d211b05dbfa0	20150731	1	999000051000000104	999001711000000106	442681007
a2fd39e3-876f-4413-b35b-b22b3fb687df	20150731	1	999000051000000104	999001711000000106	443390004
b5f74481-d17d-4828-a609-9a33186c0e79	20150731	1	999000051000000104	999001711000000106	609589008
3ad8e615-5973-4ce5-8a84-d82170af18f3	20150731	1	999000051000000104	999001711000000106	385647007
0967dd31-ee14-4735-976f-4b7a90181561	20150731	1	999000051000000104	999001711000000106	385648002
4b308275-0eb0-4be7-bc14-c00fe6a040f3	20150731	1	999000051000000104	999001711000000106	385644000
2bd66cf0-27b1-40f8-a401-f9f7ba4f36d3	20150731	1	999000051000000104	999001711000000106	443942000
bb0f04cd-8cf5-41a1-a2fa-e67e289cd4b2	20150731	1	999000051000000104	999001711000000106	385646003
55cc35f1-cea2-4447-aca0-208b2bd9880d	20150731	1	999000051000000104	999001711000000106	416151008
46f7a443-17c1-4df0-a8f7-6160b1eb21d8	20150731	1	999000051000000104	999001711000000106	385652002
5206fca5-4d5a-4310-be7e-89a339eed3a7	20150731	1	999000051000000104	999001711000000106	410545000
6f3bb60d-b466-4214-a492-6f457da345ed	20150731	1	999000051000000104	999001711000000106	385655000
c718f0eb-6f9f-48f2-88b2-a57264d7e236	20150731	1	999000051000000104	999001711000000106	385643006
807c70eb-f1e3-4c6d-95a8-db8ab9282751	20150731	1	999000051000000104	999001711000000106	385654001
4cf68a40-93b0-48be-9fc5-6d8680ae96ed	20150731	1	999000051000000104	999001711000000106	385642001
551e5f9a-5947-43b0-bd15-d75d38522adf	20150731	1	999000051000000104	999001711000000106	410531006
3ef1c669-7458-4a65-8a21-1a95a930133d	20150731	1	999000051000000104	999001711000000106	410532004
c0aba1c6-c850-46d8-a8f1-7d40c1569e9b	20150731	1	999000051000000104	999001711000000106	410526009
0e1dd7a2-89d6-4a75-8c5c-32fb04441dc2	20150731	1	999000051000000104	999001711000000106	410524007
